investor_id,transaction_date,amfi_code,transaction_type,amount_inr,state,city,city_tier,age_group,gender,annual_income_lakh,payment_mode,kyc_status
INV002439,15-04-2024,120843,Redemption,307088,Karnataka,Bangalore,T30,18-25,Male,3.8,UPI,Verified
INV004203,15-04-2024,101207,SIP,40013,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Mandate,Pending
INV001108,15-04-2024,148569,SIP,2255,Karnataka,Bangalore,T30,26-35,Male,23.1,Net Banking,Verified
INV001718,15-04-2024,100033,SIP,23776,Gujarat,Ahmedabad,T30,26-35,Male,11.3,Net Banking,Verified
INV000150,15-04-2024,102887,Lumpsum,404969,Karnataka,Mysore,B30,18-25,Male,3.5,Cheque,Verified
INV001822,15-04-2024,100025,SIP,1143,Gujarat,Ahmedabad,T30,36-45,Male,59.6,UPI,Verified
INV000833,15-04-2024,120503,Lumpsum,463192,Maharashtra,Nashik,B30,18-25,Male,4.4,UPI,Verified
INV000521,15-04-2024,100016,Redemption,531396,West Bengal,Kolkata,T30,26-35,Male,9.7,UPI,Verified
INV002614,15-04-2024,120841,SIP,3285,Punjab,Chandigarh,T30,36-45,Male,13.2,UPI,Verified
INV001844,15-04-2024,125498,SIP,6135,West Bengal,Kolkata,T30,26-35,Female,18.8,Cheque,Verified
INV001401,15-04-2024,120506,SIP,2583,Tamil Nadu,Coimbatore,B30,26-35,Male,15.6,Cheque,Verified
INV000693,15-04-2024,120506,Lumpsum,414374,Haryana,Faridabad,B30,26-35,Male,11,Mandate,Verified
INV000865,15-04-2024,118634,SIP,25244,Tamil Nadu,Coimbatore,B30,26-35,Male,24.2,Net Banking,Verified
INV004848,15-04-2024,119094,SIP,9640,Haryana,Gurugram,T30,26-35,Male,15.6,Net Banking,Verified
INV004776,15-04-2024,148567,SIP,6231,Punjab,Chandigarh,T30,36-45,Male,22.9,Mandate,Pending
INV001941,15-04-2024,120503,Lumpsum,177233,Uttar Pradesh,Lucknow,T30,56+,Male,32.7,Net Banking,Verified
INV003890,15-04-2024,149324,Lumpsum,426830,Madhya Pradesh,Bhopal,B30,26-35,Male,18.8,Mandate,Verified
INV004427,15-04-2024,100033,SIP,403,Punjab,Amritsar,B30,36-45,Female,54.2,Cheque,Verified
INV002886,15-04-2024,119094,SIP,16960,Tamil Nadu,Chennai,T30,18-25,Female,7.1,Net Banking,Verified
INV001402,15-04-2024,119552,SIP,4739,Tamil Nadu,Chennai,T30,26-35,Male,15.2,UPI,Verified
INV003216,15-04-2024,119095,SIP,42589,Delhi,New Delhi,T30,36-45,Male,12.6,Cheque,Verified
INV000551,15-04-2024,148568,SIP,1610,Maharashtra,Nashik,B30,26-35,Female,13.2,Net Banking,Verified
INV001537,15-04-2024,120504,Lumpsum,269875,Madhya Pradesh,Indore,T30,46-55,Male,74.7,Net Banking,Verified
INV003938,15-04-2024,120842,SIP,1698,Delhi,Gurugram,T30,36-45,Female,15.3,Mandate,Verified
INV000182,15-04-2024,118634,SIP,2101,Tamil Nadu,Chennai,T30,36-45,Male,38.1,UPI,Verified
INV002698,15-04-2024,119551,SIP,437,Maharashtra,Pune,T30,26-35,Male,20.9,UPI,Verified
INV003196,15-04-2024,119092,SIP,522,West Bengal,Kolkata,T30,26-35,Female,20.1,UPI,Pending
INV004809,15-04-2024,119599,Redemption,222029,Gujarat,Surat,T30,26-35,Female,15,Cheque,Verified
INV004539,15-04-2024,120505,Lumpsum,309921,Haryana,Faridabad,B30,26-35,Male,18,Net Banking,Verified
INV001742,15-04-2024,120503,SIP,52321,Haryana,Gurugram,T30,18-25,Male,3.5,Net Banking,Verified
INV000408,15-04-2024,120503,SIP,533,Punjab,Amritsar,B30,56+,Male,62.3,Net Banking,Verified
INV003635,15-04-2024,119092,SIP,11049,West Bengal,Kolkata,T30,56+,Female,55.1,Mandate,Verified
INV002232,15-04-2024,100033,Lumpsum,217895,Karnataka,Bangalore,T30,26-35,Female,16.9,Cheque,Verified
INV004448,15-04-2024,120843,Redemption,76265,Karnataka,Mysore,B30,26-35,Male,20.3,Net Banking,Verified
INV000143,15-04-2024,101207,SIP,21924,Haryana,Gurugram,T30,26-35,Male,23.8,UPI,Verified
INV003263,15-04-2024,120842,Redemption,52297,Tamil Nadu,Chennai,T30,26-35,Female,12.5,Cheque,Verified
INV002178,15-04-2024,119598,SIP,3510,Gujarat,Ahmedabad,T30,36-45,Female,33.8,Cheque,Verified
INV002445,15-04-2024,118635,SIP,11946,Punjab,Chandigarh,T30,26-35,Male,9.5,UPI,Verified
INV002554,15-04-2024,148568,SIP,3349,Madhya Pradesh,Bhopal,B30,18-25,Male,5.4,Cheque,Verified
INV002144,15-04-2024,148567,Lumpsum,124261,Maharashtra,Pune,T30,18-25,Male,3.2,UPI,Verified
INV002292,15-04-2024,148568,SIP,12159,Rajasthan,Udaipur,B30,36-45,Male,54.1,UPI,Verified
INV001928,15-04-2024,102886,SIP,879,Telangana,Hyderabad,T30,46-55,Female,29.2,Cheque,Verified
INV001820,15-04-2024,125497,Lumpsum,388346,Maharashtra,Mumbai,T30,36-45,Female,39.3,Mandate,Pending
INV003234,15-04-2024,118636,Lumpsum,292129,Telangana,Hyderabad,T30,26-35,Male,13.5,Cheque,Verified
INV001598,16-04-2024,119095,SIP,44375,Tamil Nadu,Coimbatore,B30,36-45,Male,48.2,Mandate,Verified
INV001234,16-04-2024,149323,SIP,2371,Uttar Pradesh,Agra,B30,26-35,Male,24.4,Cheque,Verified
INV000689,16-04-2024,119551,Redemption,289784,Tamil Nadu,Chennai,T30,26-35,Female,19.8,Cheque,Verified
INV004527,16-04-2024,125497,Lumpsum,404774,West Bengal,Kolkata,T30,36-45,Male,39.6,Net Banking,Verified
INV003651,16-04-2024,120843,Lumpsum,371827,Gujarat,Surat,T30,26-35,Male,14.6,Mandate,Verified
INV001219,16-04-2024,119120,SIP,2494,West Bengal,Kolkata,T30,26-35,Male,18.4,Net Banking,Verified
INV004924,16-04-2024,118635,Redemption,408292,Telangana,Hyderabad,T30,36-45,Male,16.1,Net Banking,Verified
INV002757,16-04-2024,119120,SIP,1041,Madhya Pradesh,Indore,T30,18-25,Male,5,Net Banking,Verified
INV000554,16-04-2024,100033,Redemption,464516,Delhi,Noida,T30,36-45,Male,12.3,Mandate,Verified
INV002815,16-04-2024,120844,SIP,1088,Rajasthan,Jaipur,T30,26-35,Male,10.5,Cheque,Verified
INV002952,16-04-2024,120505,SIP,13918,Punjab,Amritsar,B30,18-25,Male,7.1,UPI,Verified
INV002124,16-04-2024,148567,SIP,49747,Tamil Nadu,Coimbatore,B30,18-25,Male,5,UPI,Verified
INV004172,16-04-2024,120505,SIP,8059,Madhya Pradesh,Indore,T30,26-35,Male,18.5,Mandate,Verified
INV002188,16-04-2024,119120,SIP,8736,Rajasthan,Jaipur,T30,26-35,Male,19.1,Cheque,Verified
INV000999,16-04-2024,120841,SIP,42520,Telangana,Hyderabad,T30,26-35,Male,15.6,Mandate,Pending
INV003222,16-04-2024,118632,Lumpsum,89812,Punjab,Amritsar,B30,56+,Female,11.7,UPI,Verified
INV004880,16-04-2024,102886,Lumpsum,27428,Punjab,Chandigarh,T30,26-35,Male,6.3,Cheque,Verified
INV003428,16-04-2024,101206,SIP,1935,Tamil Nadu,Coimbatore,B30,26-35,Female,22.8,Mandate,Verified
INV004787,16-04-2024,119598,SIP,13719,Haryana,Faridabad,B30,26-35,Male,8.2,Mandate,Verified
INV003964,16-04-2024,118632,Lumpsum,323280,Punjab,Chandigarh,T30,26-35,Male,16.7,Cheque,Verified
INV003803,16-04-2024,120843,Lumpsum,121185,Rajasthan,Jaipur,T30,26-35,Male,10.8,UPI,Verified
INV002034,16-04-2024,119095,Lumpsum,101124,Uttar Pradesh,Lucknow,T30,26-35,Male,10,Cheque,Verified
INV000284,16-04-2024,120504,Lumpsum,327677,Karnataka,Mysore,B30,26-35,Male,7,UPI,Verified
INV002753,16-04-2024,119093,Lumpsum,14340,Uttar Pradesh,Lucknow,T30,26-35,Female,21.2,UPI,Verified
INV003457,16-04-2024,119093,Redemption,372115,Karnataka,Bangalore,T30,36-45,Male,48.6,UPI,Verified
INV003425,16-04-2024,125498,SIP,418,Gujarat,Surat,T30,26-35,Female,14.5,Net Banking,Verified
INV003376,16-04-2024,102885,Lumpsum,340196,Delhi,New Delhi,T30,36-45,Male,44.4,UPI,Verified
INV002803,16-04-2024,102886,SIP,2619,Uttar Pradesh,Agra,B30,36-45,Male,31.9,Mandate,Verified
INV003036,16-04-2024,119094,SIP,521,Telangana,Hyderabad,T30,26-35,Male,18.2,Net Banking,Verified
INV002956,16-04-2024,149324,Lumpsum,526940,Gujarat,Surat,T30,36-45,Female,53.7,UPI,Verified
INV000717,16-04-2024,119551,SIP,20175,Tamil Nadu,Chennai,T30,46-55,Male,44.9,Cheque,Verified
INV001453,16-04-2024,120507,Redemption,37163,Gujarat,Ahmedabad,T30,36-45,Male,34.6,Net Banking,Verified
INV000972,16-04-2024,120843,SIP,7126,Telangana,Hyderabad,T30,18-25,Female,5.9,Net Banking,Pending
INV002911,16-04-2024,120504,Lumpsum,326175,Gujarat,Surat,T30,26-35,Male,24.1,Mandate,Verified
INV000892,16-04-2024,120505,SIP,493,Gujarat,Ahmedabad,T30,36-45,Male,26.4,UPI,Verified
INV004956,16-04-2024,120506,Lumpsum,116728,Maharashtra,Mumbai,T30,46-55,Male,62.4,UPI,Verified
INV004468,16-04-2024,100025,Lumpsum,132825,Telangana,Hyderabad,T30,46-55,Female,20.8,UPI,Verified
INV002893,16-04-2024,120841,SIP,24525,Telangana,Hyderabad,T30,56+,Male,69.4,Net Banking,Verified
INV004542,16-04-2024,119094,SIP,7727,Maharashtra,Pune,T30,36-45,Male,53.7,UPI,Verified
INV000239,16-04-2024,148567,SIP,2337,Punjab,Amritsar,B30,36-45,Female,13.2,Mandate,Verified
INV001070,16-04-2024,118636,SIP,2999,Tamil Nadu,Coimbatore,B30,26-35,Male,11.9,Mandate,Verified
INV002422,16-04-2024,125498,SIP,1187,Tamil Nadu,Chennai,T30,36-45,Male,20.5,UPI,Verified
INV001736,16-04-2024,119093,Lumpsum,378650,Rajasthan,Udaipur,B30,46-55,Female,69.5,Cheque,Verified
INV000471,16-04-2024,120843,SIP,26992,West Bengal,Kolkata,T30,18-25,Male,4.2,UPI,Verified
INV004199,16-04-2024,120843,SIP,47391,Tamil Nadu,Chennai,T30,56+,Male,76.5,Cheque,Verified
INV002417,16-04-2024,118634,Lumpsum,18997,Tamil Nadu,Coimbatore,B30,26-35,Male,16.8,Mandate,Verified
INV004279,16-04-2024,100025,Redemption,46619,Gujarat,Ahmedabad,T30,36-45,Male,35.7,Cheque,Verified
INV003723,16-04-2024,101208,SIP,26833,Tamil Nadu,Chennai,T30,26-35,Female,10.9,UPI,Verified
INV002343,16-04-2024,120505,Lumpsum,220959,Punjab,Amritsar,B30,26-35,Male,22.1,Mandate,Verified
INV002370,16-04-2024,101206,SIP,20717,Delhi,Noida,T30,26-35,Male,16.6,Cheque,Verified
INV000052,16-04-2024,120841,Redemption,289195,Tamil Nadu,Coimbatore,B30,26-35,Male,19.1,Cheque,Verified
INV000832,16-04-2024,148568,Lumpsum,254191,Karnataka,Bangalore,T30,36-45,Male,36.6,Cheque,Verified
INV004222,16-04-2024,120841,SIP,23992,Uttar Pradesh,Kanpur,B30,26-35,Male,10.9,UPI,Verified
INV000177,17-04-2024,118632,Lumpsum,240166,Rajasthan,Jaipur,T30,26-35,Male,17.6,Mandate,Verified
INV003082,17-04-2024,120507,SIP,1124,Telangana,Hyderabad,T30,26-35,Male,18.7,Cheque,Verified
INV000238,17-04-2024,102885,Lumpsum,224481,Telangana,Hyderabad,T30,36-45,Male,26.3,Mandate,Verified
INV003201,17-04-2024,119551,SIP,4505,Rajasthan,Jaipur,T30,36-45,Female,12.2,Mandate,Verified
INV000328,17-04-2024,120841,SIP,2270,Madhya Pradesh,Bhopal,B30,26-35,Male,19.6,Mandate,Verified
INV000914,17-04-2024,118632,Lumpsum,286414,Karnataka,Mysore,B30,18-25,Male,3.8,Mandate,Verified
INV003086,17-04-2024,148568,SIP,50452,West Bengal,Kolkata,T30,26-35,Male,20.2,UPI,Pending
INV004626,17-04-2024,120504,SIP,10671,Telangana,Hyderabad,T30,18-25,Female,5.5,Net Banking,Verified
INV003946,17-04-2024,102885,SIP,16770,Karnataka,Mysore,B30,26-35,Female,9.2,Net Banking,Verified
INV002803,17-04-2024,101208,Lumpsum,84733,Uttar Pradesh,Agra,B30,36-45,Male,31.9,UPI,Verified
INV000881,17-04-2024,149324,SIP,814,Uttar Pradesh,Agra,B30,26-35,Male,17.1,Cheque,Pending
INV002373,17-04-2024,148568,SIP,2933,Maharashtra,Pune,T30,36-45,Male,56.3,Mandate,Verified
INV001428,17-04-2024,118635,SIP,3045,Delhi,New Delhi,T30,26-35,Male,17.8,Net Banking,Verified
INV004835,17-04-2024,118636,Lumpsum,113508,Maharashtra,Nashik,B30,56+,Male,12.9,Cheque,Verified
INV002202,17-04-2024,118635,Redemption,59538,Madhya Pradesh,Indore,T30,18-25,Female,7.1,Mandate,Verified
INV002893,17-04-2024,119598,SIP,3236,Telangana,Hyderabad,T30,56+,Male,69.4,Mandate,Verified
INV001558,17-04-2024,149322,SIP,5555,West Bengal,Kolkata,T30,56+,Female,23.8,Net Banking,Verified
INV002379,17-04-2024,118633,Lumpsum,484349,Madhya Pradesh,Bhopal,B30,26-35,Male,15.6,Cheque,Verified
INV000052,17-04-2024,119598,SIP,4522,Tamil Nadu,Coimbatore,B30,26-35,Male,19.1,UPI,Verified
INV000888,17-04-2024,102885,SIP,2737,Gujarat,Ahmedabad,T30,26-35,Male,21.9,Mandate,Verified
INV001987,17-04-2024,119599,SIP,8861,Tamil Nadu,Coimbatore,B30,18-25,Male,7.2,UPI,Verified
INV003370,17-04-2024,120841,SIP,2825,Karnataka,Mysore,B30,56+,Female,54.8,Net Banking,Verified
INV004017,17-04-2024,101208,SIP,7074,West Bengal,Kolkata,T30,36-45,Male,36.7,Cheque,Verified
INV004819,17-04-2024,118632,Lumpsum,275129,Telangana,Hyderabad,T30,26-35,Female,14.8,Mandate,Verified
INV000751,17-04-2024,119094,SIP,2714,Uttar Pradesh,Kanpur,B30,36-45,Male,17.7,Mandate,Verified
INV001944,17-04-2024,102885,SIP,12861,Telangana,Hyderabad,T30,18-25,Male,4.4,Mandate,Verified
INV004801,17-04-2024,119552,SIP,1609,Uttar Pradesh,Lucknow,T30,26-35,Male,13.2,Cheque,Verified
INV003671,17-04-2024,149324,Redemption,544249,Haryana,Gurugram,T30,36-45,Female,22.9,UPI,Verified
INV004693,17-04-2024,120504,Lumpsum,400993,Maharashtra,Nashik,B30,36-45,Male,44.9,Mandate,Verified
INV001004,17-04-2024,120843,SIP,4830,Uttar Pradesh,Kanpur,B30,18-25,Male,3.8,UPI,Verified
INV003982,17-04-2024,119551,Lumpsum,427187,Tamil Nadu,Coimbatore,B30,36-45,Female,34.4,Net Banking,Verified
INV003651,17-04-2024,119598,SIP,10780,Gujarat,Surat,T30,26-35,Male,14.6,Net Banking,Pending
INV001079,17-04-2024,118635,Lumpsum,233587,West Bengal,Kolkata,T30,26-35,Male,10.1,Net Banking,Verified
INV003919,17-04-2024,118633,Lumpsum,170042,Uttar Pradesh,Lucknow,T30,18-25,Male,3.4,Cheque,Verified
INV001456,17-04-2024,120504,Lumpsum,346036,Punjab,Chandigarh,T30,36-45,Male,36.3,UPI,Verified
INV004262,17-04-2024,149322,Lumpsum,335731,Uttar Pradesh,Agra,B30,26-35,Male,6.2,UPI,Verified
INV002411,17-04-2024,119120,SIP,6174,Rajasthan,Jaipur,T30,46-55,Male,38.4,Cheque,Pending
INV001892,17-04-2024,120507,SIP,2010,Rajasthan,Udaipur,B30,26-35,Male,18.9,Cheque,Verified
INV002080,17-04-2024,120507,Lumpsum,501928,Tamil Nadu,Coimbatore,B30,26-35,Male,21.3,UPI,Verified
INV004889,17-04-2024,148567,SIP,2456,Rajasthan,Jaipur,T30,46-55,Male,34.5,Mandate,Verified
INV001826,17-04-2024,101206,SIP,3481,Punjab,Amritsar,B30,18-25,Male,4.7,Mandate,Pending
INV001600,17-04-2024,148567,Redemption,20089,Rajasthan,Jaipur,T30,26-35,Female,22.9,Mandate,Verified
INV001059,17-04-2024,100033,SIP,8441,Karnataka,Mysore,B30,26-35,Male,24.2,Cheque,Verified
INV001274,17-04-2024,119598,SIP,20990,Maharashtra,Mumbai,T30,36-45,Female,55.7,Mandate,Verified
INV001753,17-04-2024,120843,SIP,7109,Rajasthan,Jaipur,T30,26-35,Male,10,UPI,Verified
INV002314,17-04-2024,100033,SIP,1101,Tamil Nadu,Chennai,T30,18-25,Male,3.9,Mandate,Verified
INV000113,17-04-2024,120844,SIP,49832,Punjab,Chandigarh,T30,26-35,Female,7.3,Cheque,Verified
INV004201,17-04-2024,120504,Lumpsum,204717,Telangana,Hyderabad,T30,36-45,Male,20.2,UPI,Verified
INV000625,17-04-2024,120842,Lumpsum,158054,Rajasthan,Jaipur,T30,46-55,Female,19.7,Mandate,Verified
INV004314,17-04-2024,119093,Redemption,393557,Haryana,Gurugram,T30,26-35,Male,19.2,UPI,Verified
INV003237,17-04-2024,148569,SIP,4242,Delhi,Gurugram,T30,46-55,Male,66.7,Cheque,Verified
INV000739,17-04-2024,125498,SIP,2775,Uttar Pradesh,Agra,B30,46-55,Female,97,Net Banking,Pending
INV003674,17-04-2024,119552,Lumpsum,262937,Uttar Pradesh,Kanpur,B30,36-45,Male,32.8,Net Banking,Verified
INV001974,17-04-2024,148569,Lumpsum,312458,Tamil Nadu,Chennai,T30,56+,Male,64.3,UPI,Verified
INV003353,17-04-2024,100025,Lumpsum,281387,Rajasthan,Udaipur,B30,26-35,Female,13.3,UPI,Verified
INV000164,17-04-2024,125497,SIP,2378,Rajasthan,Udaipur,B30,18-25,Male,6,UPI,Verified
INV003314,17-04-2024,125497,SIP,59275,Telangana,Hyderabad,T30,36-45,Female,25.6,Mandate,Pending
INV002468,17-04-2024,118635,Lumpsum,399454,West Bengal,Kolkata,T30,46-55,Male,48.8,Mandate,Verified
INV004659,17-04-2024,100033,SIP,2728,West Bengal,Kolkata,T30,18-25,Female,3.3,Cheque,Verified
INV003025,17-04-2024,118632,SIP,2125,Gujarat,Surat,T30,26-35,Female,11.9,Net Banking,Verified
INV002575,18-04-2024,119094,SIP,54233,West Bengal,Kolkata,T30,18-25,Male,7.9,Net Banking,Verified
INV001918,18-04-2024,119093,Lumpsum,494162,Tamil Nadu,Coimbatore,B30,36-45,Male,19.8,Cheque,Verified
INV001548,18-04-2024,120842,Redemption,326765,Delhi,New Delhi,T30,26-35,Male,24.8,Mandate,Verified
INV000262,18-04-2024,119093,SIP,5499,Telangana,Hyderabad,T30,36-45,Male,47.6,Net Banking,Verified
INV004630,18-04-2024,101207,Redemption,29802,Madhya Pradesh,Bhopal,B30,26-35,Female,6.3,Mandate,Verified
INV003057,18-04-2024,120505,Lumpsum,319314,Punjab,Chandigarh,T30,18-25,Male,6.4,Net Banking,Verified
INV000195,18-04-2024,119552,Redemption,78962,Madhya Pradesh,Bhopal,B30,36-45,Female,56.5,Cheque,Pending
INV002062,18-04-2024,149324,Lumpsum,450605,Telangana,Hyderabad,T30,18-25,Male,5.5,Net Banking,Verified
INV002997,18-04-2024,148567,Redemption,361807,West Bengal,Kolkata,T30,26-35,Male,23.7,UPI,Verified
INV003899,18-04-2024,120505,SIP,46304,Haryana,Gurugram,T30,36-45,Female,21.3,Net Banking,Verified
INV001159,18-04-2024,125497,SIP,12867,Gujarat,Ahmedabad,T30,46-55,Female,29.4,Net Banking,Verified
INV002384,18-04-2024,100033,Lumpsum,573969,Karnataka,Mysore,B30,26-35,Male,24.3,UPI,Verified
INV002249,18-04-2024,120841,SIP,8271,Karnataka,Bangalore,T30,36-45,Male,19.6,Mandate,Verified
INV003644,18-04-2024,118633,Lumpsum,195427,Gujarat,Ahmedabad,T30,26-35,Female,8.2,Cheque,Verified
INV001654,18-04-2024,100016,Lumpsum,333935,Uttar Pradesh,Lucknow,T30,36-45,Female,28.1,UPI,Verified
INV000102,18-04-2024,120503,Lumpsum,43430,Gujarat,Surat,T30,26-35,Male,21.9,UPI,Verified
INV000759,18-04-2024,148568,Redemption,56198,Gujarat,Ahmedabad,T30,26-35,Male,7.6,Mandate,Verified
INV000488,18-04-2024,149322,SIP,5131,Karnataka,Mysore,B30,56+,Male,31.4,Net Banking,Verified
INV000101,18-04-2024,148567,Lumpsum,124944,Madhya Pradesh,Indore,T30,26-35,Male,20.8,Cheque,Verified
INV002426,18-04-2024,119095,SIP,56951,Haryana,Faridabad,B30,26-35,Male,10.9,UPI,Verified
INV004526,18-04-2024,101206,Lumpsum,72997,West Bengal,Kolkata,T30,36-45,Male,19.9,UPI,Pending
INV004394,18-04-2024,120506,Redemption,95163,Tamil Nadu,Coimbatore,B30,26-35,Female,21.9,Cheque,Verified
INV001180,18-04-2024,100016,SIP,26576,Telangana,Hyderabad,T30,26-35,Male,10.5,UPI,Verified
INV003531,18-04-2024,125498,Lumpsum,243593,Delhi,Gurugram,T30,36-45,Male,41.9,Net Banking,Pending
INV003095,18-04-2024,148568,Lumpsum,291761,Madhya Pradesh,Bhopal,B30,18-25,Male,5.1,UPI,Verified
INV003354,18-04-2024,119551,Redemption,195959,Punjab,Chandigarh,T30,46-55,Male,48.5,UPI,Pending
INV000977,18-04-2024,102885,SIP,15957,Karnataka,Mysore,B30,56+,Male,22.5,Net Banking,Verified
INV004387,18-04-2024,119093,Redemption,177857,Punjab,Amritsar,B30,18-25,Male,4.1,UPI,Verified
INV000606,18-04-2024,101206,SIP,477,Karnataka,Mysore,B30,18-25,Male,7.8,UPI,Verified
INV002089,18-04-2024,125497,Redemption,524151,Rajasthan,Udaipur,B30,46-55,Female,22.5,Cheque,Verified
INV000949,18-04-2024,119094,SIP,12821,Tamil Nadu,Coimbatore,B30,26-35,Male,11.2,Net Banking,Verified
INV002838,18-04-2024,119120,SIP,1188,West Bengal,Kolkata,T30,56+,Female,71.9,UPI,Verified
INV004947,18-04-2024,118633,SIP,502,Telangana,Hyderabad,T30,26-35,Female,19.7,UPI,Verified
INV004263,18-04-2024,102887,SIP,10290,Delhi,Gurugram,T30,26-35,Female,9.6,Net Banking,Verified
INV002528,18-04-2024,149324,SIP,8755,Gujarat,Ahmedabad,T30,46-55,Male,16.3,Cheque,Verified
INV003260,18-04-2024,119093,SIP,2045,Madhya Pradesh,Indore,T30,18-25,Male,7.9,Cheque,Pending
INV000171,18-04-2024,118634,SIP,507,Delhi,Noida,T30,18-25,Female,6.2,Cheque,Pending
INV002011,18-04-2024,100033,Lumpsum,164906,Tamil Nadu,Chennai,T30,36-45,Male,41.1,Cheque,Verified
INV000013,18-04-2024,149324,SIP,4176,Maharashtra,Nashik,B30,18-25,Male,5.2,Net Banking,Verified
INV001585,18-04-2024,149322,Redemption,398546,Telangana,Hyderabad,T30,36-45,Male,28.3,Mandate,Verified
INV001055,18-04-2024,119551,SIP,12624,Haryana,Gurugram,T30,26-35,Female,17.6,Mandate,Verified
INV000173,18-04-2024,149323,SIP,591,Maharashtra,Mumbai,T30,26-35,Male,7.6,Mandate,Verified
INV004462,18-04-2024,120505,SIP,29614,Madhya Pradesh,Indore,T30,26-35,Female,14.9,Cheque,Verified
INV003506,18-04-2024,119093,SIP,3318,Tamil Nadu,Chennai,T30,56+,Female,55.5,Net Banking,Verified
INV003349,18-04-2024,125497,SIP,535,Uttar Pradesh,Agra,B30,26-35,Male,10.5,Mandate,Verified
INV001926,18-04-2024,119551,SIP,3418,Uttar Pradesh,Agra,B30,46-55,Female,26.9,Mandate,Verified
INV004349,18-04-2024,118633,SIP,889,Haryana,Gurugram,T30,26-35,Female,9.3,UPI,Verified
INV004553,18-04-2024,100025,Lumpsum,413173,Tamil Nadu,Coimbatore,B30,26-35,Male,13.7,Mandate,Verified
INV003223,18-04-2024,120503,SIP,970,Tamil Nadu,Coimbatore,B30,26-35,Male,15.4,Mandate,Verified
INV001671,18-04-2024,119551,SIP,2974,Punjab,Chandigarh,T30,56+,Male,31.2,Mandate,Verified
INV002038,18-04-2024,120844,Lumpsum,498866,Madhya Pradesh,Bhopal,B30,26-35,Male,20.6,Cheque,Verified
INV000314,18-04-2024,120504,Redemption,135625,West Bengal,Kolkata,T30,26-35,Male,20.5,Net Banking,Verified
INV003702,18-04-2024,119599,SIP,2001,Madhya Pradesh,Bhopal,B30,36-45,Male,53.2,UPI,Verified
INV004154,18-04-2024,118636,SIP,8088,Karnataka,Mysore,B30,18-25,Male,4.7,Net Banking,Verified
INV001016,18-04-2024,148569,SIP,47187,Delhi,Gurugram,T30,36-45,Male,19.2,UPI,Pending
INV003521,18-04-2024,125498,SIP,8593,Rajasthan,Jaipur,T30,46-55,Male,95.4,UPI,Pending
INV003070,18-04-2024,100016,SIP,13350,West Bengal,Kolkata,T30,26-35,Male,23.7,UPI,Verified
INV004091,18-04-2024,119095,Lumpsum,288797,Tamil Nadu,Chennai,T30,26-35,Male,7.2,Mandate,Verified
INV001478,18-04-2024,120844,Lumpsum,142662,Maharashtra,Mumbai,T30,36-45,Male,24.2,UPI,Verified
INV003022,18-04-2024,118632,Redemption,113862,Telangana,Hyderabad,T30,46-55,Male,60.2,Cheque,Verified
INV001996,18-04-2024,120507,SIP,4355,Telangana,Hyderabad,T30,26-35,Male,21.7,Mandate,Verified
INV004598,18-04-2024,102886,SIP,7713,Tamil Nadu,Chennai,T30,46-55,Male,60.5,Cheque,Verified
INV004918,18-04-2024,118634,Redemption,183343,Punjab,Amritsar,B30,56+,Female,46.9,UPI,Verified
INV000724,19-04-2024,120841,SIP,6006,Uttar Pradesh,Kanpur,B30,46-55,Male,78.7,Cheque,Verified
INV002178,19-04-2024,149322,SIP,7213,Gujarat,Ahmedabad,T30,36-45,Female,33.8,Mandate,Pending
INV003662,19-04-2024,125497,Lumpsum,323111,Rajasthan,Jaipur,T30,18-25,Male,5.7,Mandate,Verified
INV003946,19-04-2024,101207,SIP,449,Karnataka,Mysore,B30,26-35,Female,9.2,Net Banking,Verified
INV002948,19-04-2024,119093,Lumpsum,83829,Maharashtra,Mumbai,T30,46-55,Male,43.6,Cheque,Verified
INV001276,19-04-2024,119598,SIP,1015,Rajasthan,Jaipur,T30,56+,Male,46.2,Net Banking,Verified
INV002929,19-04-2024,102886,Lumpsum,79878,West Bengal,Kolkata,T30,26-35,Male,13,Net Banking,Verified
INV001062,19-04-2024,148568,Redemption,160540,Karnataka,Bangalore,T30,26-35,Male,21.1,Mandate,Verified
INV004368,19-04-2024,120505,SIP,518,Punjab,Chandigarh,T30,36-45,Male,33.7,Net Banking,Verified
INV000078,19-04-2024,118632,Lumpsum,165287,Haryana,Faridabad,B30,26-35,Male,20.2,UPI,Pending
INV003340,19-04-2024,118632,SIP,2681,Madhya Pradesh,Indore,T30,26-35,Male,22.5,Cheque,Verified
INV003192,19-04-2024,120504,Lumpsum,35272,Uttar Pradesh,Lucknow,T30,26-35,Male,22.2,Mandate,Verified
INV001631,19-04-2024,120506,Redemption,119125,Haryana,Faridabad,B30,36-45,Male,55.9,Net Banking,Pending
INV003638,19-04-2024,149322,Lumpsum,41224,West Bengal,Kolkata,T30,56+,Male,27.1,UPI,Pending
INV004362,19-04-2024,120841,Redemption,6581,West Bengal,Kolkata,T30,26-35,Female,12.1,Mandate,Pending
INV000095,19-04-2024,125498,SIP,8452,West Bengal,Kolkata,T30,18-25,Male,6.5,Mandate,Verified
INV004347,19-04-2024,120841,SIP,22344,West Bengal,Kolkata,T30,36-45,Male,20.5,UPI,Verified
INV004647,19-04-2024,120503,Lumpsum,226923,Madhya Pradesh,Indore,T30,36-45,Female,25.3,Cheque,Verified
